Contract Count,ID,LGA,SEIFA,Population,TargetedGroup,Service,Indigenous,Agency
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_ADHC01,Dubbo,54,41573,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_DOSS01,Wentworth,43,6884,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_CTP01,Wentworth,43,6884,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120761_ADHC01,Wentworth,43,6884,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_DOSS01,Balranald,22,2400,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_CTP01,Balranald,22,2400,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11443_2013-15_01_120021_ADHC01,Balranald,22,2400,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_DOSS01,Broken Hill,6,19048,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_CTP01,Broken Hill,6,19048,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11442_2013-15_01_120251_ADHC01,Broken Hill,6,19048,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_DOSS01,Carrathool,50,2795,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_CTP01,Carrathool,50,2795,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11441_2013-15_01_120321_ADHC01,Carrathool,50,2795,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_DOSS01,Canterbury,34,150626,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_CTP01,Canterbury,34,150626,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11435_2013-15_01_110031_ADHC01,Canterbury,34,150626,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_DOSS01,Parramatta,73,189932,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_DOSS01,Holroyd,60,111100,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11405_2013-15_01_110061_CTP01,Holroyd,60,111100,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
