Contract Count,ID,LGA,Population,TargetedGroup,Service,Agency,Indigenous,SEIFA,Year
1,26392-03,Corowa,11455,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,38,Y 2012
1,26392-03,Deniliquin,7437,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,21,Y 2012
1,26392-03,Greater Hume,10258,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,63,Y 2012
1,26392-03,Griffith,25811,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,48,Y 2012
1,26392-03,Gundagai,3755,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,42,Y 2012
1,26392-03,Hay,2989,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,14,Y 2012
1,26392-03,Jerilderie,1519,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,66,Y 2012
1,26392-03,Junee,6297,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,23,Y 2012
1,26392-03,Leeton,11595,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,33,Y 2012
1,26392-03,Lockhart,3080,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,67,Y 2012
1,26392-03,Murray,7466,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,56,Y 2012
1,26392-03,Murrumbidgee,2528,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,17,Y 2012
1,26392-03,Narrandera,5961,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,12,Y 2012
1,26392-03,Temora,6050,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,30,Y 2012
1,26392-03,Tumbarumba,3578,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,39,Y 2012
1,26392-03,Tumut,11375,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,27,Y 2012
1,26392-03,Urana,1147,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,20,Y 2012
1,26392-03,Wagga Wagga,62799,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,71,Y 2012
1,26392-03,Wakool,3990,3893 Other needs (correctional interven.),A01.4 Daily living support,FACS,Non Indigenous,54,Y 2012
1,26455-02,Ashfield,44498,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,80,Y 2012
1,26455-02,Burwood,36053,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,79,Y 2012
1,26455-02,Canada Bay,87480,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,90,Y 2012
1,26455-02,Canterbury,150626,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,34,Y 2012
1,26455-02,Leichhardt,58136,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,93,Y 2012
1,26455-02,Marrickville,83356,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,83,Y 2012
1,26455-02,Strathfield,39481,360 Daily living assistance (multiple needs),A07.1 Service support and development,FACS,Non Indigenous,84,Y 2012
1,26580-02,Albury,51082,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,57,Y 2012
1,26580-02,Berrigan,8413,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,32,Y 2012
1,26580-02,Bland,5994,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,51,Y 2012
1,26580-02,Carrathool,2795,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,50,Y 2012
1,26580-02,Conargo,1535,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,82,Y 2012
1,26580-02,Coolamon,4308,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,52,Y 2012
1,26580-02,Cootamundra,7749,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,21,Y 2012
1,26580-02,Corowa,11455,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,38,Y 2012
1,26580-02,Deniliquin,7437,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,21,Y 2012
1,26580-02,Greater Hume,10258,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,63,Y 2012
1,26580-02,Griffith,25811,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,48,Y 2012
1,26580-02,Gundagai,3755,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,42,Y 2012
1,26580-02,Hay,2989,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,14,Y 2012
1,26580-02,Jerilderie,1519,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,66,Y 2012
1,26580-02,Junee,6297,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,23,Y 2012
1,26580-02,Leeton,11595,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,33,Y 2012
1,26580-02,Lockhart,3080,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,67,Y 2012
1,26580-02,Murray,7466,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,56,Y 2012
1,26580-02,Murrumbidgee,2528,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,17,Y 2012
1,26580-02,Narrandera,5961,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,12,Y 2012
1,26580-02,Temora,6050,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,30,Y 2012
1,26580-02,Tumbarumba,3578,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,39,Y 2012
1,26580-02,Tumut,11375,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,27,Y 2012
1,26580-02,Urana,1147,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,20,Y 2012
1,26580-02,Wagga Wagga,62799,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,71,Y 2012
1,26580-02,Wakool,3990,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,54,Y 2012
1,26702-02,Bathurst,41682,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,68,Y 2012
1,26702-02,Blayney,7409,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,60,Y 2012
1,26702-02,Cabonne,13776,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,73,Y 2012
1,26702-02,Cowra,12574,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,16,Y 2012
1,26702-02,Forbes,9759,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,29,Y 2012
1,26702-02,Lachlan,6775,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,26,Y 2012
1,26702-02,Oberon,5327,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,52,Y 2012
1,26702-02,Orange,41431,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,59,Y 2012
1,26702-02,Parkes,15217,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,24,Y 2012
1,26702-02,Weddin,3709,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Indigenous,34,Y 2012
1,26824-03,Kiama,21314,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,84,Y 2012
1,26824-03,Shellharbour,68762,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,53,Y 2012
1,26824-03,Shoalhaven,99016,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,41,Y 2012
1,26824-03,Wollongong,206794,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,65,Y 2012
1,27370-01,Armidale Dumaresq,25327,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,67,Y 2012
1,27370-01,Glen Innes Severn,8966,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,13,Y 2012
1,27370-01,Gunnedah,12826,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,28,Y 2012
1,27370-01,Guyra,4619,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,18,Y 2012
1,27370-01,Gwydir,5080,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,25,Y 2012
1,27370-01,Inverell,16846,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,12,Y 2012
1,27370-01,Liverpool Plains,7819,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,13,Y 2012
1,27370-01,Moree Plains,14092,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,15,Y 2012
1,27370-01,Narrabri,13764,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,36,Y 2012
1,27370-01,Tamworth,60495,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,45,Y 2012
1,27370-01,Tenterfield,6980,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,10,Y 2012
1,27370-01,Uralla,6408,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,62,Y 2012
1,27370-01,Walcha,3098,360 Daily living assistance (multiple needs),A07.9 Service & community dev. (general),FACS,Indigenous,55,Y 2012
1,27432-01,Balranald,2400,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,22,Y 2012
1,27432-01,Bogan,3076,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,26,Y 2012
1,27432-01,Bourke,2973,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,25,Y 2012
1,27432-01,Brewarrina,1931,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,1,Y 2012
1,27432-01,Broken Hill,19048,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,6,Y 2012
1,27432-01,Central Darling,2065,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,2,Y 2012
1,27432-01,Cobar,5111,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,39,Y 2012
1,27432-01,Coonamble,4292,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,4,Y 2012
1,27432-01,Dubbo,41573,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,54,Y 2012
1,27432-01,Gilgandra,4440,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,11,Y 2012
1,27432-01,Mid-Western,24017,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,47,Y 2012
1,27432-01,Narromine,6854,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,19,Y 2012
1,27432-01,Unincorporated NSW,1122,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,76,Y 2012
1,27432-01,Walgett,6840,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,2,Y 2012
1,27432-01,Warren,2921,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,32,Y 2012
1,27432-01,Warrumbungle,9786,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,10,Y 2012
1,27432-01,Wellington,9054,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,7,Y 2012
1,27432-01,Wentworth,6884,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Indigenous,43,Y 2012
1,27547-01,Cessnock,54979,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,19,Y 2012
1,27547-01,Dungog,9108,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,63,Y 2012
1,27547-01,Lake Macquarie,202676,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,69,Y 2012
1,27547-01,Maitland,75170,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,70,Y 2012
1,27547-01,Muswellbrook,17045,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,51,Y 2012
1,27547-01,Newcastle,160021,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,72,Y 2012
1,27547-01,Port Stephens,69728,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,58,Y 2012
1,27547-01,Singleton,23884,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,76,Y 2012
1,27547-01,Upper Hunter,14658,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,56,Y 2012
1,27683-01,Bathurst,41682,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,68,Y 2012
1,27683-01,Blayney,7409,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,60,Y 2012
1,27683-01,Cabonne,13776,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,73,Y 2012
1,27683-01,Cowra,12574,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,16,Y 2012
1,27683-01,Forbes,9759,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,29,Y 2012
1,27683-01,Lachlan,6775,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,26,Y 2012
1,27683-01,Oberon,5327,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,52,Y 2012
1,27683-01,Orange,41431,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,59,Y 2012
1,27683-01,Parkes,15217,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,24,Y 2012
1,27683-01,Weddin,3709,360 Daily living assistance (multiple needs),A07.2. Community/group devel. & support,FACS,Non Indigenous,34,Y 2012
1,27690-01,Bathurst,41682,360 Daily living assistance (multiple needs),"A01.1 Information, advice & referral",FACS,Non Indigenous,68,Y 2012
